Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI44,OUT035,1338.2544478764753
FDA45,OUT049,2537.013124481915
FDP31,OUT045,855.2875671168536
FDY01,OUT046,1823.6605871283698
FDT09,OUT018,1852.0052860721196
DRH03,OUT027,2583.4314710628187
FDA36,OUT018,2622.5094432997676
NCF31,OUT017,2511.588350580129
FDG14,OUT049,2477.945262387277
FDG28,OUT027,6053.046934001412
FDU14,OUT049,4114.68507539552
FDY47,OUT019,351.35401383723354
FDI56,OUT049,1439.7514596216372
DRD01,OUT013,871.5938796837548
FDM22,OUT046,889.8439402541062
FDH33,OUT013,679.183560921667
DRZ24,OUT013,1858.833814699355
NCQ38,OUT046,1626.9878592932891
FDO16,OUT027,2313.4079715391263
FDU07,OUT027,3885.543905067336
NCB07,OUT013,3056.9310134024654
FDU48,OUT045,2013.9537538777302
NCM43,OUT045,2630.785711240183
FDR31,OUT010,291.3796948382872
DRK49,OUT018,481.18109095869687
NCI30,OUT010,446.21735551994436
DRD60,OUT017,3141.1264726445934
NCG19,OUT046,3613.8984522758824
FDH12,OUT035,1697.167395491164
FDM32,OUT035,1545.898841273816
FDM27,OUT035,2507.83507372608
NCU53,OUT027,4153.944014632153
NCQ18,OUT046,1537.7948200885808
FDS10,OUT013,2889.397332451733
FDB33,OUT027,4115.155037979824
FDI12,OUT013,1367.3343691911543
NCW42,OUT013,3663.3170513933183
NCC06,OUT018,1811.0088141325677
FDW02,OUT017,2260.2612415245085
NCD43,OUT017,1721.6669586503033
FDM57,OUT018,1078.5852665010668
FDA58,OUT017,3847.838777348912
FDK56,OUT046,3121.5016208189445
FDP52,OUT045,3862.701696969188
FDW20,OUT018,1798.9004038407056
FDS52,OUT049,1639.6523928584584
NCT29,OUT018,1656.142534859022
NCL54,OUT013,2892.2625356477774
FDC05,OUT045,3107.2964805380984
FDF34,OUT035,3064.939338267145
FDP03,OUT027,3235.765411487296
FDD32,OUT010,244.07969274806138
FDZ10,OUT045,2039.9844191386337
FDZ40,OUT035,921.4605132912154
FDD51,OUT018,520.3961989788011
NCY30,OUT019,452.44543867460624
FDP58,OUT017,3586.8933658238634
FDV49,OUT017,4315.38909809593
FDY24,OUT019,170.71130875911078
NCO55,OUT017,1674.4336343131242
FDR13,OUT017,1942.0497070902964
FDS51,OUT017,1034.7583619770373
FDP26,OUT045,1614.2472543626072
NCB54,OUT027,3270.4342306933304
FDF32,OUT017,3264.0639767192847
FDN31,OUT018,2799.15991166367
DRM48,OUT017,693.9531267920181
FDN20,OUT049,2731.624761061782
DRL01,OUT046,3812.5263635107563
FDV56,OUT049,1701.5982510844726
DRH13,OUT027,2677.110644984794
FDA03,OUT017,2498.2800199030885
FDF47,OUT027,5784.935806892528
FDX32,OUT046,2472.38887161698
FDX57,OUT049,1575.2024580312655
NCA30,OUT045,3006.962910948612
FDO49,OUT013,764.1493179186269
FDL04,OUT019,317.24678647289323
DRM48,OUT035,694.7500969479999
FDR16,OUT013,3546.5763081040354
NCC19,OUT018,2853.4818676777104
NCE42,OUT045,3342.7958154285648
FDY24,OUT017,983.0261799334002
FDH19,OUT049,2870.047900289919
FDJ46,OUT013,2855.5556774139104
FDN45,OUT010,390.38657669051366
FDY08,OUT035,2112.8493873622556
FDZ37,OUT035,1411.0814005968934
NCT30,OUT045,754.649242022681
DRY23,OUT018,512.9788062880997
NCZ30,OUT018,1784.8261290247153
FDC44,OUT018,1686.0151860142266
FDB45,OUT035,1574.1770124131626
FDY04,OUT013,2615.6800744668462
FDM27,OUT046,2602.2555782351806
FDZ43,OUT017,4007.542418524096
FDT39,OUT019,375.0715016596341
NCC06,OUT019,335.4224908456272
FDL15,OUT027,3829.8463202105427
FDL57,OUT017,4307.282095809778
FDU08,OUT046,1541.06795837017
FDK40,OUT017,4379.693242580535
FDQ12,OUT010,632.3784292956166
FDS48,OUT017,2557.0777879697384
FDP09,OUT045,3451.608969008388
FDW21,OUT049,1635.629213781372
FDY25,OUT035,3140.7038436023777
DRE13,OUT017,1394.1175833573934
FDV43,OUT019,46.26851458928337
FDD22,OUT045,1775.817019319346
FDM46,OUT019,249.98948154433702
NCO30,OUT010,477.7967296552429
FDM25,OUT046,2837.698852695947
NCN41,OUT049,2081.3902879872353
FDU24,OUT045,1468.8932029892103
FDZ50,OUT046,3168.545642964156
FDP45,OUT013,4136.135410671813
NCM54,OUT045,2058.891962713275
FDW10,OUT019,429.7482698468844
FDP20,OUT017,2113.108152119982
FDK32,OUT046,2482.0434719517166
FDN52,OUT049,1369.8758956177962
FDM58,OUT045,1763.9217584570704
FDZ46,OUT027,2960.309977314625
NCA18,OUT018,1621.4703532134338
FDD35,OUT046,2096.2034541000567
NCK31,OUT035,850.2804179340976
FDI40,OUT027,2665.5936189099307
FDT50,OUT019,290.1902777525716
NCT06,OUT046,2656.1643719419153
FDT31,OUT035,3065.705977307114
FDT45,OUT049,892.3647478270593
FDT13,OUT045,3183.3446103350307
FDO50,OUT045,1383.3966308330528
NCU18,OUT010,349.1601874338369
NCR54,OUT049,3195.9133777436746
NCO18,OUT018,2582.274514894842
FDU09,OUT045,866.6566613400078
FDT13,OUT018,2875.2890844157923
FDE09,OUT046,1833.8965367958572
NCK53,OUT019,311.2049131269717
FDG45,OUT049,3573.3612742965897
DRH15,OUT035,759.2321118976337
FDO21,OUT019,567.9077097998729
FDD14,OUT027,5178.678285193451
FDC09,OUT046,1657.4352392662895
FDH45,OUT027,1135.3568566260235
FDV32,OUT046,1095.4650619151103
FDG12,OUT035,1985.231246213379
FDS32,OUT013,2192.0643985072684
NCL55,OUT018,3521.173568903171
DRE01,OUT035,3950.6606785770323
DRE15,OUT049,1335.733768186917
NCL42,OUT045,3825.653731540472
FDP31,OUT013,863.2383440888311
FDN33,OUT018,1288.2920023777272
FDZ59,OUT046,2618.3467097693456
FDE45,OUT010,429.1235993269863
FDJ07,OUT013,1866.455854454893
FDQ45,OUT018,2641.780802427165
FDM33,OUT027,5575.650589779186
FDO15,OUT010,233.87803438452698
FDM46,OUT013,1467.3668202821016
FDR03,OUT045,3358.747447751375
FDY49,OUT018,2539.2598553399066
FDQ60,OUT045,1856.772581965749
FDW10,OUT049,2644.911608647565
FDO51,OUT049,739.9121284657998
FDJ40,OUT018,1440.9923594527436
FDS20,OUT018,2827.0062898817514
FDU45,OUT013,1878.725123261971
FDV02,OUT035,2820.0203982767334
FDN09,OUT046,3981.8245446230317
NCM55,OUT027,5131.148754769711
FDN23,OUT018,2117.473175330909
FDY31,OUT010,273.6797975714923
FDW03,OUT010,387.48016367274073
FDD14,OUT046,3001.360713809602
FDV23,OUT017,2090.6232506849974
DRI03,OUT045,2789.1517141406516
FDN13,OUT035,1526.0694663391116
FDF45,OUT027,1834.018115661895
FDU46,OUT035,1427.0840795706165
FDB57,OUT049,3742.240440610533
FDV12,OUT049,1584.2206669948002
FDQ58,OUT013,2456.836627720939
NCA18,OUT017,1908.3264061854202
FDH52,OUT049,999.8759278137883
FDM24,OUT018,2137.3781101871796
NCP43,OUT027,4958.528714120665
NCO18,OUT019,417.8656534686966
FDM32,OUT017,1481.5372625345228
NCL07,OUT017,696.0096831718812
FDK03,OUT013,4186.387234836078
FDP59,OUT017,1553.1846483993431
FDQ24,OUT049,4174.7641689925285
FDQ16,OUT018,1571.1748642664381
FDU44,OUT013,2633.6136530229137
FDH28,OUT010,42.86132338170476
FDV28,OUT019,26.771696254411882
FDM22,OUT045,856.4900873593725
FDR56,OUT046,3150.7663154389206
FDV39,OUT049,2955.3932107005685
FDU37,OUT019,238.09373048143894
FDQ11,OUT010,816.5352863693984
FDX02,OUT045,3723.3882755321793
NCS42,OUT018,1253.301666924123
FDY57,OUT027,2607.6024204279497
FDB21,OUT049,3930.3164762855945
FDE28,OUT017,3920.080969952057
FDQ55,OUT017,1991.38725590103
FDA48,OUT049,3766.2464191120766
FDZ19,OUT045,2782.1857850738265
NCC43,OUT045,3811.1495664364993
NCV18,OUT046,1324.6065452042565
NCA42,OUT018,2295.8019556573713
FDY45,OUT046,3964.600129988066
NCC30,OUT045,2916.6398802548565
FDM57,OUT013,1318.4941400155278
FDL09,OUT010,323.5709133191789
FDB09,OUT027,3298.805359987645
FDT44,OUT035,1929.0796139378647
NCT06,OUT027,4166.961511104392
FDX26,OUT049,3279.9055062666466
FDK32,OUT013,2503.967375374742
DRA12,OUT046,2183.5457626920547
FDO46,OUT010,526.3409916328312
FDE52,OUT013,1337.7972424882732
NCH42,OUT045,3873.2449758491034
FDV08,OUT035,741.6443393640429
FDB47,OUT018,3238.593520658997
FDC28,OUT010,321.1198209891839
FDD22,OUT046,1844.4014140265003
FDS07,OUT027,3093.299239090875
DRI13,OUT045,3547.175790631314
FDG32,OUT018,3353.135890518428
FDU14,OUT017,4218.4400840958515
FDD28,OUT019,168.6275780136298
NCP41,OUT017,1834.3151028223506
FDS08,OUT049,2834.1435646225646
FDX47,OUT045,2538.0748718568975
FDC53,OUT019,319.05671720447117
FDQ19,OUT035,4120.340539352148
FDL14,OUT045,2428.145799132165
FDM33,OUT019,542.6774376450245
FDA51,OUT045,1833.3429924762734
FDZ27,OUT018,563.4382911497405
FDT04,OUT046,658.457263222603
DRC13,OUT049,2069.115204233652
FDR16,OUT027,5496.805266544021
FDQ03,OUT027,6000.783121454662
FDE38,OUT035,2764.8451460701217
DRH23,OUT027,1680.6062644537255
FDT11,OUT019,528.9149984120475
FDD09,OUT035,3099.782671689165
FDR40,OUT045,1317.9111618421239
FDX07,OUT017,3292.6775486330876
FDR07,OUT035,1520.3002217312958
FDA51,OUT017,1897.5919340565026
FDT59,OUT019,693.743231528055
FDF20,OUT017,3270.9181379176634
FDR13,OUT045,1843.8035100111963
FDY26,OUT049,3577.916571919154
FDW04,OUT017,2112.8333450157797
FDK52,OUT017,3887.499754824696
FDN60,OUT049,2610.0953518999363
FDM09,OUT019,446.3544298900864
FDP46,OUT049,1383.2088883778868
FDB50,OUT019,231.36944276662717
NCQ29,OUT049,4001.0623513915807
FDP16,OUT027,6145.776928300474
FDX33,OUT018,2339.004688329921
FDP07,OUT010,460.26034362909854
FDN22,OUT046,3813.304852599794
FDF39,OUT049,4310.969157118555
FDS21,OUT017,1051.4063002098708
NCM42,OUT013,1649.9454903936178
FDK50,OUT019,395.4810979824282
DRF13,OUT027,3809.2772618866647
FDH35,OUT018,2339.544117081377
FDP60,OUT018,1341.4555418062228
DRJ49,OUT027,3276.8065887875064
NCT42,OUT019,340.24727579981163
FDE38,OUT049,2741.102345240906
FDI04,OUT049,3215.8541245277365
NCH54,OUT045,2595.7718462430103
FDT56,OUT049,955.7150418506055
DRD15,OUT018,3278.522846427997
FDV58,OUT013,2523.576375770245
FDP21,OUT049,3214.4951508609906
FDH05,OUT013,3857.9783561205436
FDR10,OUT027,4060.2347502707025
NCP06,OUT045,2353.2425665250225
FDF33,OUT049,1654.4324357349863
DRK37,OUT013,3184.803120676981
DRH49,OUT045,1293.7647148963592
FDT58,OUT013,2722.4088514789655
FDD41,OUT018,1438.8058508564977
FDP40,OUT018,1591.7969151627015
FDM51,OUT027,2683.587729512765
FDO45,OUT010,242.50150660973168
FDW33,OUT010,324.2874338445902
FDY24,OUT045,957.1095713395948
FDB10,OUT010,474.27353608834386
FDM40,OUT035,2201.6666882299783
NCI06,OUT017,3078.9628963233167
FDW12,OUT019,306.79101352798165
FDX48,OUT027,3837.0950786752305
NCW05,OUT027,2663.926738661218
FDX27,OUT017,1537.7534978171104
DRM37,OUT045,3138.166120044478
FDA38,OUT045,3892.7270733989426
FDR36,OUT046,703.6082462523098
FDZ45,OUT046,3138.0142103379967
FDG05,OUT017,2615.742626370756
FDK28,OUT013,4335.393075767884
FDV47,OUT045,1321.705350844882
FDN21,OUT045,2526.6276235430037
FDP20,OUT027,3339.8407465847768
FDI35,OUT045,3163.0328118807442
DRY23,OUT013,688.220732786736
FDA56,OUT017,2143.8082797642383
FDB09,OUT013,2069.3003279355744
NCO26,OUT027,3016.010207668875
FDQ49,OUT018,2294.2993740911193
FDI52,OUT027,3211.6818759668736
FDZ44,OUT027,3102.840660894689
FDZ09,OUT018,2392.144789726845
FDY03,OUT049,1901.5550640763647
NCG42,OUT017,2159.608018538718
DRI13,OUT027,5591.452045811441
FDQ32,OUT013,2077.235870250727
FDW16,OUT035,1479.14986416926
FDU27,OUT046,725.6046877139196
FDR28,OUT010,386.45733883520387
FDQ49,OUT010,373.9357065945372
FDS37,OUT046,1842.5305320055395
FDW26,OUT018,3207.6597258836323
FDX12,OUT018,3566.8672416380177
NCP06,OUT013,2419.4333233771404
FDW45,OUT010,307.98236483931225
NCN30,OUT049,1563.6580096652613
FDN24,OUT049,889.9740123320279
NCL41,OUT027,1039.766928519896
FDR02,OUT019,338.9626163973402
FDD09,OUT010,511.0995681391247
FDS33,OUT010,232.17111921604157
FDU22,OUT045,1889.939654936435
FDI53,OUT013,2600.8730973685774
DRH01,OUT049,2918.1413593494653
FDX32,OUT013,2221.9231657378105
NCP30,OUT018,487.13379976268016
FDB60,OUT045,3150.0816444034913
FDB14,OUT049,1458.4391411424647
NCP02,OUT035,928.460307215592
FDJ10,OUT017,2214.2458768426523
FDG34,OUT046,1749.3407884810374
NCB18,OUT017,1408.242131072388
FDM16,OUT049,1174.8829780188557
FDW25,OUT018,1221.1128498510627
FDB35,OUT010,282.1934515787271
DRN11,OUT013,2173.822794228055
FDF41,OUT019,615.9572307463079
FDH16,OUT045,1304.3734644340843
NCQ50,OUT018,3093.2933244958576
DRH23,OUT018,705.1982750998501
DRJ37,OUT013,2433.7846047009
DRJ24,OUT027,5178.754641849855
FDY16,OUT035,3207.1695708699126
FDQ27,OUT045,1783.7999412069332
FDZ33,OUT045,2420.2617380946035
FDF29,OUT045,2068.4930123252393
FDA08,OUT049,2602.9272813992043
FDG31,OUT046,1098.4464164422927
FDE34,OUT019,522.8646199940458
NCR30,OUT027,1960.7825848709708
FDV33,OUT035,3959.7026474684976
DRZ24,OUT018,1721.4771447898465
NCL54,OUT035,2931.3826397688035
FDR12,OUT049,2920.811193690398
NCC54,OUT046,3844.214457073791
DRN59,OUT013,770.6812372811357
FDX50,OUT019,334.4113839819351
FDV31,OUT027,4844.630723599055
NCA29,OUT027,4699.933873586445
FDW60,OUT049,2996.5544670234704
FDX08,OUT017,3327.7825129586236
DRD49,OUT013,3854.669295656723
FDD33,OUT046,3831.9933313579936
FDW35,OUT013,662.9982679158111
FDJ36,OUT017,1673.0172695952178
FDV51,OUT035,2726.6819055901924
FDW36,OUT046,1626.3175577188035
FDH35,OUT046,2608.8238866689353
NCS30,OUT027,3283.9928793475424
FDN49,OUT017,680.9025098268738
FDL08,OUT018,3382.2865703848906
FDI09,OUT013,3801.530032703451
FDP19,OUT018,1838.0719643101172
FDU21,OUT010,-7.361906458934207
NCP41,OUT045,1624.2121846981545
FDY10,OUT013,1891.0347662650672
FDP12,OUT018,465.22866435222505
NCN26,OUT049,1899.4266305577942
FDK44,OUT013,2886.2289888061287
FDC28,OUT049,1720.0405077645278
FDJ41,OUT027,6033.747194363903
NCT29,OUT035,2092.8491814198733
NCH42,OUT019,576.6954135817771
FDU60,OUT018,2411.834731925595
FDS02,OUT045,3116.3482154026715
FDC51,OUT046,2025.6617757365839
FDU03,OUT013,3123.553643266536
FDX39,OUT045,3608.4609270857563
NCY05,OUT010,21.915243980074887
NCL06,OUT027,6259.112975458563
FDD32,OUT035,1370.2646276691128
NCN41,OUT045,2022.2478276564468
NCX53,OUT049,2197.206201380975
FDU57,OUT019,373.18979064637244
FDQ23,OUT046,1635.2653673344194
FDQ52,OUT045,4077.754321815292
FDC14,OUT045,659.2472571242911
FDY09,OUT035,3016.6693704609497
FDQ28,OUT045,2556.0903713291164
FDV25,OUT046,3714.0604668898654
FDJ07,OUT035,1934.5732883516132
DRB25,OUT049,1668.1759042451695
FDK52,OUT019,596.5098876894561
FDY52,OUT027,1669.7822974038938
FDB28,OUT046,3108.7471019175728
FDT36,OUT035,682.3270919019668
FDV25,OUT017,3815.1681738846337
NCN07,OUT027,3284.2447120365305
FDC57,OUT017,3215.1785276393553
FDQ03,OUT018,3341.330928127617
FDU23,OUT017,2852.302047607153
NCX41,OUT035,3632.000917565085
NCD06,OUT035,818.0843926705611
FDW08,OUT045,1626.5922077001317
NCU29,OUT017,2531.046679267723
NCE06,OUT013,2562.671826180076
FDV52,OUT010,313.89275209037106
FDB02,OUT017,2953.932091586303
NCR18,OUT045,661.6401795677199
FDK16,OUT049,1543.3341251099082
NCQ29,OUT010,641.8820709905897
FDZ01,OUT019,332.94502718902555
FDW27,OUT035,2548.4499684476373
FDD17,OUT018,3407.330304859877
FDW39,OUT013,2896.3173344909133
DRH59,OUT045,1080.121290599689
FDS52,OUT013,1631.8433216623291
FDU40,OUT027,5291.854645178465
NCF54,OUT013,2845.0353041274097
FDH46,OUT045,1642.7530563889202
NCP14,OUT049,1674.1652329051387
FDH50,OUT049,3235.881135431342
DRF15,OUT010,295.35251991409956
FDV27,OUT027,2339.5137205586643
NCJ06,OUT049,2008.1033854301706
FDN02,OUT018,3258.257117312161
FDQ51,OUT049,812.369231611455
FDQ07,OUT017,3837.4567375173046
FDS45,OUT049,1863.3868547374932
NCJ06,OUT045,2012.68099365299
FDD36,OUT035,1960.7408470270782
FDY25,OUT045,3165.7163173731506
FDU52,OUT046,2412.782433175746
DRK47,OUT017,3908.730206532156
NCL30,OUT017,2113.7426474991757
FDN22,OUT035,3990.724820369794
NCF30,OUT027,3254.971279996431
FDK03,OUT035,4317.20153088848
FDT45,OUT017,933.6121319134174
NCC54,OUT027,6008.562356580358
