Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.857645184136183,0,0.24714808718660963,180.0344,28,2,0,0,892.172
10.0,0,0.25716148385586685,246.9144,4,1,2,2,3185.1872
7.97,1,0.20017774851366474,87.3514,11,2,1,1,1062.6168
12.857645184136183,0,0.10995487256142858,38.2848,28,1,2,3,484.7024
12.857645184136183,1,0.3876673703060396,51.0692,28,2,0,0,147.8076
12.857645184136183,0,0.161293270163389,255.8356,28,1,2,3,2543.356
17.7,0,0.4416652872934435,185.4266,15,2,2,0,184.4266
19.35,0,0.1818851698187623,172.5738,9,2,1,1,4865.6664
13.65,1,0.28097411802513056,186.024,11,2,1,1,1118.5439999999999
17.6,0,0.20420762963219566,164.8526,11,2,1,1,2302.3364
8.645,0,0.3787118205179236,95.84100000000001,16,2,0,1,2027.361
15.6,1,0.32449356233984056,170.1764,16,2,0,1,3435.528
15.85,1,0.3486136844703604,59.222,26,0,2,1,599.22
18.25,0,0.25716148385586685,164.7526,11,2,1,1,4604.6728
7.855,0,0.10641833488642828,189.6188,6,2,1,1,2285.0256
7.825,0,0.43169103303172746,254.3698,14,1,0,1,5580.7356
8.39,1,0.15558168594021599,114.0176,16,2,0,1,2290.3520000000003
12.85,0,0.1822932143553347,172.3422,14,1,0,1,1207.0954
12.857645184136183,0,0.3372244712354072,89.9804,28,2,0,0,643.1628
19.0,0,0.3354944217121948,104.9622,6,2,1,1,1587.933
5.905,0,0.25716148385586685,222.5456,11,2,1,1,5305.0944
7.76,0,0.24362315366155163,101.87,16,2,0,1,1697.79
11.8,1,0.11868890849611854,180.3344,16,2,0,1,1427.4752
16.75,0,0.21267567797000203,187.9556,4,1,2,2,4693.89
12.857645184136183,0,0.5416804953106582,194.6136,28,2,0,0,583.2408
12.857645184136183,1,0.17714977843621482,171.3764,28,1,2,3,3091.9752
15.5,1,0.3555261734387498,177.0028,6,2,1,1,2479.4392
6.055,0,0.1593860031495865,160.99200000000002,9,2,1,1,2716.4640000000004
12.857645184136183,1,0.1976301520517555,155.963,28,1,2,3,3285.723
6.305,1,0.3508785601885644,95.6436,16,2,0,1,661.8052
20.85,0,0.19905779562730017,117.2808,14,1,0,1,1523.3504
20.75,0,0.20105022506826498,122.17299999999999,15,2,2,0,369.519
8.895,0,0.3244597216913064,39.9138,14,1,0,1,690.4346
19.6,0,0.18431005127230582,55.1614,11,2,1,1,1381.535
19.7,0,0.23067867695129518,57.893,9,2,1,1,622.523
9.8,0,0.15613681820762199,114.5492,9,2,1,1,1274.3412
12.857645184136183,0,0.09856264505379307,120.0414,28,2,0,0,487.3656
12.15,0,0.36246898074180084,246.046,14,1,0,1,1231.73
8.75,1,0.2731539675714047,187.4556,9,2,1,1,3755.112
12.857645184136183,0,0.16870021043258956,149.9708,28,1,2,3,4363.6532
8.75,1,0.27317979610505605,187.8556,16,2,0,1,1314.2892
13.3,0,0.2523788501439849,151.0708,11,2,1,1,1805.6496
12.857645184136183,1,0.21400427332181945,178.5344,28,1,2,3,2854.9504
8.31,1,0.3403780589285978,179.1028,14,1,0,1,3896.2616
16.75,1,0.15758428221113932,38.7822,26,0,2,1,667.7974
19.75,0,0.18446655252375702,212.0902,4,1,2,2,3185.853
17.1,1,0.2162628030892044,141.1838,26,0,2,1,2247.7408
10.5,1,0.3414333053467397,163.121,26,0,2,1,1794.3310000000001
6.635,1,0.25716148385586685,121.3098,11,2,1,1,2530.7058
12.857645184136183,0,0.5281799645954018,225.372,28,2,0,0,679.1160000000001
14.15,0,0.18950937971509485,41.4138,26,0,2,1,812.2760000000001
13.3,0,0.2825000283185827,232.53,16,2,0,1,699.09
8.89,0,0.07419892856369288,102.4016,6,2,1,1,2732.4432
12.857645184136183,1,0.25421514903718856,176.937,28,2,0,0,176.437
12.857645184136183,0,0.2676507743310301,121.7098,28,1,2,3,4097.3332
9.1,1,0.25716148385586685,173.2054,11,2,1,1,3151.8972
7.5,0,0.18076968219256234,239.0906,14,1,0,1,5942.265
16.85,1,0.4009489418866198,192.4478,6,2,1,1,4843.695
7.485,0,0.26288904503611404,109.0228,9,2,1,1,2542.0244
11.6,0,0.20292241128076516,140.3154,6,2,1,1,2552.6772
11.65,0,0.2002028795996701,227.0694,4,1,2,2,1141.847
13.0,0,0.18790242680710648,47.5034,6,2,1,1,680.4476
12.65,0,0.25103355751771517,159.0578,11,2,1,1,2085.9514
20.25,1,0.4146550144397147,92.512,15,2,2,0,186.424
8.6,1,0.20049421936804063,190.153,9,2,1,1,3036.048
12.6,0,0.22149043771684593,62.7194,6,2,1,1,866.8716
17.7,0,0.10775416465269451,95.041,9,2,1,1,868.8689999999999
14.15,0,0.42837751458264006,82.4276,16,2,0,1,1137.1864
19.25,0,0.31992111371399046,52.7956,6,2,1,1,928.1252
8.88,0,0.294463897617348,151.7682,26,0,2,1,762.341
20.5,0,0.18120471020368098,40.2822,11,2,1,1,707.0796
12.857645184136183,0,0.18387472093792556,180.5976,28,1,2,3,7968.2944
13.5,0,0.269572105381844,160.292,16,2,0,1,1438.128
12.857645184136183,0,0.37991906111697005,224.4404,28,1,2,3,6976.2524
8.89,0,0.09572468856047535,101.7016,15,2,2,0,101.2016
7.855,0,0.10633455694175813,188.5188,4,1,2,2,952.0939999999999
7.235,0,0.2772284761708292,116.0492,16,2,0,1,1969.4364
12.857645184136183,0,0.24486093195934708,165.4526,28,1,2,3,5262.4832
6.92,0,0.19629585324198776,60.5852,11,2,1,1,1314.2892
9.3,0,0.20786914393435116,90.8172,6,2,1,1,535.3032
18.5,0,0.2383620460559944,132.1284,15,2,2,0,263.6568
8.02,0,0.14094929939520806,154.5972,9,2,1,1,1402.1748
9.195,0,0.2198447565897354,105.1622,6,2,1,1,1693.7952
12.8,0,0.30202955981161844,105.5938,11,2,1,1,2143.876
16.6,0,0.16619890493020706,177.6344,14,1,0,1,2676.5159999999996
14.0,1,0.25716148385586685,53.06399999999999,9,2,1,1,905.488
18.6,0,0.19838333347335407,246.3802,14,1,0,1,7370.406
16.0,0,0.24665061118918802,226.8404,9,2,1,1,6301.1312
17.6,0,0.28690853246287396,160.692,9,2,1,1,1597.92
21.25,0,0.3941450228025212,178.237,9,2,1,1,529.311
7.235,0,0.2772022636992707,117.5492,9,2,1,1,1969.4364
14.6,0,0.38912618133453836,50.3692,6,2,1,1,1034.6532
13.85,1,0.16125128216544513,161.52100000000002,4,1,2,2,1794.3310000000001
13.65,1,0.2705724431644878,197.6426,4,1,2,2,2768.3964
12.857645184136183,0,0.20416532761465644,31.29,28,1,2,3,898.83
7.365,0,0.20630136208954122,226.172,16,2,0,1,3169.208
18.35,0,0.11866404678755904,223.5746,4,1,2,2,3589.9936
5.465,1,0.25716148385586685,132.5626,4,1,2,2,262.3252
18.6,0,0.39104780270447753,99.8358,6,2,1,1,1910.1802
13.85,0,0.17598089100808645,140.9154,6,2,1,1,1701.7848
14.0,1,0.24571686144829377,154.5656,26,0,2,1,2471.4496
14.0,1,0.2047507020744984,54.763999999999996,26,0,2,1,1331.6
12.857645184136183,0,0.27815001527952504,97.0094,28,1,2,3,1808.9786
5.905,0,0.2140986011164015,222.5456,4,1,2,2,3315.684
7.27,0,0.26660446170310054,114.2518,16,2,0,1,2618.5914
6.155,1,0.30766844329570103,214.55599999999998,16,2,0,1,2769.728
19.5,1,0.2785836283775484,233.4958,6,2,1,1,5375.0034
15.2,0,0.1460392995053044,216.8824,6,2,1,1,2838.9712
12.15,1,0.20611997477197597,125.0046,4,1,2,2,1743.0644
12.857645184136183,0,0.15993287967144218,198.8084,28,1,2,3,5555.4352
12.6,0,0.22131606358328354,61.9194,4,1,2,2,619.194
14.5,0,0.1395409903935041,164.821,9,2,1,1,2120.573
16.6,0,0.35059784939443084,173.0738,6,2,1,1,3823.0236
11.8,1,0.23952828016749922,151.4366,26,0,2,1,1360.2294
13.1,1,0.21013233211478904,178.8318,26,0,2,1,3969.4996
17.7,0,0.5402456867018931,115.1834,15,2,2,0,345.5502
17.85,0,0.25716148385586685,196.5794,15,2,2,0,585.2382
12.3,1,0.254460262123578,92.6804,11,2,1,1,1010.6844
11.8,0,0.313548115924813,81.4618,15,2,2,0,161.1236
12.857645184136183,1,0.4370510988431444,42.1112,28,2,0,0,42.6112
11.1,0,0.42020594355625196,157.4604,11,2,1,1,3010.7476
12.857645184136183,1,0.24522324726664885,153.0656,28,1,2,3,6024.1584
11.3,0,0.08540873491628359,198.1426,11,2,1,1,988.7130000000001
12.857645184136183,0,0.3584389236676173,117.944,28,2,0,0,239.688
5.75,1,0.27405776033529866,112.8176,26,0,2,1,1374.2112
12.857645184136183,1,0.2222192745915619,226.8062,28,1,2,3,4739.8302
11.35,1,0.21252245998952674,100.0016,4,1,2,2,1012.0160000000001
12.857645184136183,1,0.3068448304925471,165.7526,28,2,0,0,657.8104
14.0,0,0.17002303373366798,130.431,14,1,0,1,778.9860000000001
19.75,1,0.13438608930986867,179.766,11,2,1,1,2336.958
6.525,0,0.3007259450064128,85.0882,14,1,0,1,2233.0932
10.3,0,0.3826221530439658,103.9648,14,1,0,1,1661.8368
5.78,1,0.2725148729886132,264.7568,14,1,0,1,4745.8224
11.85,1,0.22402394068491874,164.1526,11,2,1,1,3124.5994
16.35,0,0.14363723054974292,50.1324,4,1,2,2,467.3916
12.857645184136183,0,0.1249443075934234,182.5976,28,1,2,3,5070.7328
10.5,0,0.20345870588401962,37.6164,16,2,0,1,540.6296
19.0,1,0.3119505233206061,48.0718,16,2,0,1,992.7078
14.6,0,0.24409628428142857,238.8538,14,1,0,1,6008.845
12.857645184136183,1,0.3141077076418215,62.9194,28,1,2,3,2105.2596
12.857645184136183,1,0.3183373226626121,232.63,28,1,2,3,5359.69
18.75,0,0.22835598525109868,104.62799999999999,11,2,1,1,745.696
5.26,1,0.20436361466758216,161.8868,9,2,1,1,3275.736
18.25,0,0.23311839481259303,140.2154,11,2,1,1,1701.7848
12.857645184136183,0,0.2799329991265767,177.937,28,1,2,3,6704.606
15.1,0,0.2287773349787955,242.7512,16,2,0,1,4119.9704
15.5,1,0.20607028412655717,81.5934,15,2,2,0,327.5736
13.65,0,0.2563842487361499,45.7402,14,1,0,1,780.9834
16.1,0,0.15370463233097434,189.3846,11,2,1,1,3630.6074
12.857645184136183,1,0.2272523003183906,107.3622,28,2,0,0,317.5866
12.85,0,0.4070555478064388,39.7164,15,2,2,0,231.6984
9.5,0,0.2046421193205348,32.99,9,2,1,1,133.16
13.8,0,0.2410217459068787,245.1802,9,2,1,1,5650.6446
5.78,1,0.25716148385586685,263.7568,6,2,1,1,2636.5679999999998
19.7,0,0.16402351660661346,96.0726,11,2,1,1,1272.3438
14.65,0,0.25716148385586685,161.5552,15,2,2,0,324.9104
6.67,1,0.3880138025895471,130.0626,15,2,2,0,131.1626
6.11,1,0.25716148385586685,131.2968,15,2,2,0,260.9936
13.65,1,0.3673902938293281,260.0936,15,2,2,0,260.9936
17.2,0,0.3951819707425935,160.6578,26,0,2,1,3690.5294
6.32,0,0.25716148385586685,40.2822,9,2,1,1,1139.1838
4.88,1,0.36565113427965734,52.9298,14,1,0,1,1995.4026
5.425,1,0.3392932433751076,88.3514,6,2,1,1,1416.8224
15.85,1,0.3317092054797394,37.2506,16,2,0,1,265.6542
7.5,0,0.2259160131553317,121.7072,6,2,1,1,3552.7088
12.65,0,0.25067502468335373,161.5578,26,0,2,1,2406.867
12.857645184136183,0,0.1308318883147377,211.956,28,2,0,0,213.05599999999998
20.75,0,0.15533619024554454,124.17299999999999,26,0,2,1,2956.152
12.857645184136183,0,0.2230582323071713,152.134,28,2,0,0,153.134
9.0,0,0.25716148385586685,79.7644,9,2,1,1,1649.8524
12.857645184136183,0,0.3186872573542908,181.9292,28,1,2,3,3101.2964
12.857645184136183,0,0.07713393546293357,165.6526,28,1,2,3,4769.1254
12.857645184136183,1,0.3735788537912712,170.4764,28,1,2,3,3435.528
14.1,0,0.3550150616523192,86.4198,11,2,1,1,1133.8574
7.55,0,0.16481710772853647,152.334,9,2,1,1,2603.278
13.0,0,0.3151591312337309,45.406000000000006,16,2,0,1,605.878
12.857645184136183,0,0.20874304778842337,192.8846,28,1,2,3,2293.0152
12.857645184136183,1,0.2876481913727253,118.7782,28,2,0,0,119.1782
12.3,1,0.254096835871681,92.9804,26,0,2,1,1929.4884
12.857645184136183,0,0.2907826834596586,109.8912,28,1,2,3,2074.6328
12.857645184136183,0,0.2417680810198071,79.9618,28,1,2,3,241.6854
17.25,0,0.337266489589464,251.3724,11,2,1,1,6795.1548
15.85,0,0.14353923157102383,42.7112,6,2,1,1,639.168
18.85,0,0.22813368010883445,192.1846,9,2,1,1,3248.4382
16.35,1,0.25052829979864555,227.6062,6,2,1,1,7222.5984
14.1,0,0.2966096121166676,229.0668,9,2,1,1,3225.1352
7.905,0,0.10005211142199849,249.0408,9,2,1,1,3755.112
12.0,0,0.1842448452467531,179.3976,26,0,2,1,3440.8544
12.15,1,0.24169128656201075,163.4552,9,2,1,1,974.7312
10.1,0,0.16464039297815103,75.367,14,1,0,1,535.969
17.5,0,0.1643863832560349,262.491,6,2,1,1,5259.82
12.857645184136183,0,0.24115017934888625,152.034,28,2,0,0,306.268
17.1,0,0.35907890637017376,112.3886,4,1,2,2,1779.0176
7.785,0,0.29807097476943306,61.451,14,1,0,1,759.012
11.8,1,0.3059048708340552,125.9704,26,0,2,1,1877.556
13.15,1,0.4070561116111635,171.8764,11,2,1,1,3779.0808
12.857645184136183,0,0.38521763069724624,41.5796,28,2,0,0,41.2796
8.5,0,0.3137489346595459,51.1324,6,2,1,1,259.66200000000003
8.645,0,0.37855421144137336,96.34100000000001,26,0,2,1,193.082
17.6,1,0.27618147656930214,110.9202,11,2,1,1,1687.8029999999999
9.1,0,0.4184536234757682,127.5362,6,2,1,1,4655.9394
12.8,1,0.15333418079475952,225.9404,26,0,2,1,4950.8888
7.63,0,0.24708856711713717,95.4436,9,2,1,1,1418.154
9.285,1,0.22261860209784806,246.4144,6,2,1,1,1225.072
13.6,1,0.34556927525461517,231.03,11,2,1,1,5359.69
8.895,0,0.26934290597674926,176.237,11,2,1,1,1764.37
16.35,0,0.30081028572839724,195.21099999999998,26,0,2,1,2553.343
17.6,0,0.2371604414736994,43.3454,26,0,2,1,1006.6896
7.975,0,0.12090894507851767,85.225,26,0,2,1,1081.925
15.85,0,0.20851648855666066,36.7164,6,2,1,1,308.9312
15.7,0,0.21252349752439142,178.666,26,0,2,1,2516.724
8.985,1,0.2404726616478472,128.83100000000002,16,2,0,1,1428.141
20.35,0,0.29898957506909835,260.1594,26,0,2,1,2093.2752
6.59,0,0.3248221667312747,85.6908,26,0,2,1,1929.4884
19.85,0,0.07234744639584731,264.0884,9,2,1,1,5829.7448
16.85,0,0.1907620874282938,91.4488,16,2,0,1,2082.6224
12.857645184136183,0,0.18146140085428636,173.1738,28,1,2,3,7298.4996
16.75,0,0.2850483011701701,256.4988,26,0,2,1,7452.9652
17.6,1,0.27668105645309365,110.5202,6,2,1,1,450.0808
7.905,0,0.12945489175770838,250.4408,15,2,2,0,500.6816
12.857645184136183,0,0.21035250176786585,126.20200000000001,28,1,2,3,3668.558
7.785,1,0.1956734192474798,103.1964,4,1,2,2,736.3748
7.825,0,0.43131505654219865,253.0698,9,2,1,1,6088.0752
12.857645184136183,0,0.17851460444456638,101.0016,28,1,2,3,2125.2336
20.75,0,0.1461855020171289,153.0024,6,2,1,1,2277.036
12.857645184136183,0,0.4401960563203628,190.3846,28,2,0,0,573.2538
6.26,1,0.09932798699258935,151.1366,9,2,1,1,2267.049
18.2,0,0.287316971305212,147.3734,15,2,2,0,296.9468
13.0,0,0.3158003926533341,46.306000000000004,4,1,2,2,559.2719999999999
20.25,1,0.13711874051346884,222.1772,9,2,1,1,5559.43
8.695,0,0.34600787707796477,95.5094,14,1,0,1,1237.7222
7.27,0,0.26687466533936866,113.5518,11,2,1,1,569.259
12.857645184136183,1,0.24570706542547774,174.0712,28,1,2,3,3866.9664
12.85,0,0.18244873526555344,198.4768,11,2,1,1,1379.5376
7.075,0,0.24204259955635907,142.7128,4,1,2,2,1869.5664
12.857645184136183,1,0.3417497915142012,196.21099999999998,28,1,2,3,5499.508000000001
8.195,0,0.1773478643795859,94.3462,14,1,0,1,925.462
7.09,0,0.08493497512803545,47.9034,9,2,1,1,583.2408
6.095,0,0.28495020442175506,141.4154,16,2,0,1,1418.154
19.35,1,0.2234197036968763,80.2644,6,2,1,1,942.7728
6.15,0,0.21510683392212346,99.3384,16,2,0,1,2364.9216
12.857645184136183,1,0.16576236002180952,87.9856,28,1,2,3,3251.7672
12.857645184136183,1,0.32358080443685155,125.2678,28,2,0,0,254.3356
17.7,0,0.11198215482834754,167.0474,9,2,1,1,5895.659000000001
17.85,0,0.38343687094487927,93.7436,4,1,2,2,1134.5232
9.395,0,0.39957176576930453,224.972,11,2,1,1,7696.648
15.75,0,0.3760300865622324,250.5382,6,2,1,1,2775.7202
7.475,0,0.3857742967072845,241.2854,11,2,1,1,5317.0788
7.075,0,0.25716148385586685,98.0068,4,1,2,2,874.8612
6.445,0,0.1723129768763804,92.6436,16,2,0,1,1039.9796
19.1,0,0.3109911944091022,235.0958,9,2,1,1,3038.0454
20.25,1,0.12161644214496656,193.6162,9,2,1,1,3848.324
15.0,1,0.23319145138705236,59.1904,16,2,0,1,527.3136
6.67,1,0.35132405838484787,89.1514,16,2,0,1,2390.8878
12.857645184136183,1,0.17304179552928822,60.222,28,1,2,3,1677.816
16.7,1,0.22884068912673725,112.7176,26,0,2,1,801.6232
7.07,0,0.3063676614788186,115.5834,11,2,1,1,1267.0174
6.48,0,0.1843058517790469,148.0076,11,2,1,1,886.8456
19.0,1,0.41611786671566986,228.27200000000002,15,2,2,0,452.744
13.35,0,0.3738117520892033,147.5392,11,2,1,1,3877.6192
12.857645184136183,0,0.20821118125595464,146.6418,28,1,2,3,4414.254
12.857645184136183,0,0.2051503156224723,122.4388,28,1,2,3,5448.9072
9.695,1,0.35844482141607237,223.9404,14,1,0,1,4950.8888
15.0,0,0.22216452687141572,62.6168,6,2,1,1,958.752
11.15,1,0.09125094520058409,149.9708,6,2,1,1,1956.1204
20.85,0,0.14616071633650404,103.2306,14,1,0,1,2404.2038
9.8,0,0.3891284286710494,194.3478,15,2,2,0,387.4956
16.35,0,0.18031033802863328,165.0842,26,0,2,1,994.7052
9.6,1,0.14941103707557885,101.29899999999999,11,2,1,1,1754.3829999999998
12.857645184136183,0,0.13889692221212102,129.9994,28,1,2,3,3340.9844
13.35,0,0.2193728401603079,216.7166,11,2,1,1,3918.8988
20.7,0,0.30432395567881276,76.367,26,0,2,1,306.268
12.857645184136183,0,0.3077292218818356,158.4604,28,1,2,3,4278.4308
16.2,0,0.18969476534685925,260.6278,11,2,1,1,4425.5726
12.857645184136183,1,0.23790120848789315,230.9984,28,1,2,3,9267.936
12.857645184136183,0,0.45243784103454476,76.867,28,2,0,0,229.701
12.857645184136183,1,0.14359082143368357,129.3994,28,1,2,3,2055.9904
5.5,0,0.2170212201606101,101.3016,16,2,0,1,3339.6528
15.1,1,0.2959461538861419,221.7456,11,2,1,1,6410.3224
15.7,1,0.1951381536245539,122.9046,6,2,1,1,1992.0736
7.895,1,0.3083862707709278,104.4332,6,2,1,1,2870.9296
12.857645184136183,1,0.10933390142128835,164.5184,28,1,2,3,2807.0128
17.35,1,0.25059804268988217,88.18299999999999,26,0,2,1,539.298
7.285,0,0.17642479700994415,174.3054,26,0,2,1,4377.635
20.25,0,0.16126342114689246,180.9976,11,2,1,1,2716.4640000000004
12.857645184136183,0,0.3040788055751338,190.9504,28,2,0,0,383.5008
15.85,0,0.328276049994513,59.5904,14,1,0,1,703.0848
6.17,0,0.10318661250375458,66.3826,14,1,0,1,1937.4779999999998
19.5,0,0.12549637843380182,182.2608,14,1,0,1,3307.6944
19.2,0,0.27861811319438656,197.611,14,1,0,1,3142.5759999999996
16.7,0,0.25716148385586685,181.2292,4,1,2,2,2554.0088
20.85,1,0.23810865376966037,104.0648,4,1,2,2,1869.5664
14.5,1,0.25296851187450187,260.4594,11,2,1,1,5494.8474
11.395,1,0.2636840192351444,233.1616,26,0,2,1,6093.4016
7.97,0,0.18561505596260233,174.0422,16,2,0,1,2586.633
7.71,1,0.25826474788480136,55.2956,14,1,0,1,1255.6988
19.25,1,0.18627865417164685,141.7496,16,2,0,1,4093.3384
7.075,0,0.24155111053356804,142.2128,16,2,0,1,3163.8816
12.857645184136183,1,0.25534898276672263,166.0816,28,1,2,3,5033.448
11.6,1,0.2809440709465142,79.9276,16,2,0,1,1137.1864
12.857645184136183,0,0.4272176038039631,98.77,28,1,2,3,2696.49
12.1,0,0.12998189489309656,178.56599999999997,4,1,2,2,898.83
10.0,0,0.27088695981903593,118.244,16,2,0,1,2756.4120000000003
14.35,0,0.28417878175542943,81.896,11,2,1,1,878.8560000000001
10.395,0,0.33506939281289183,58.222,14,1,0,1,659.1419999999999
12.857645184136183,0,0.3920986929332971,182.6292,28,2,0,0,182.4292
8.1,0,0.35767236544077596,211.4902,26,0,2,1,3610.6334
8.05,1,0.27997435596854225,256.4646,9,2,1,1,5153.292
9.195,1,0.2801823388438322,108.7596,6,2,1,1,2588.6304
20.7,1,0.21836856687719503,212.5876,4,1,2,2,1286.3256
15.7,1,0.3509411004712899,110.1544,6,2,1,1,1230.3984
12.857645184136183,1,0.25716148385586685,60.2194,28,1,2,3,1733.7432
12.857645184136183,0,0.23106913251232844,193.8162,28,2,0,0,384.8324
16.5,0,0.19161395304100376,180.0318,11,2,1,1,3969.4996
9.0,0,0.25541521489527597,176.437,9,2,1,1,7763.228
6.785,1,0.20481100312239087,41.2112,26,0,2,1,809.6128
19.5,0,0.2879036227628961,178.6002,4,1,2,2,1253.7014
7.575,0,0.23535105905859016,195.2768,16,2,0,1,5715.2272
18.2,1,0.11042896359198523,57.7904,26,0,2,1,1464.76
16.75,0,0.24595780735727824,169.8106,26,0,2,1,3251.1014
7.47,1,0.25716148385586685,214.3218,9,2,1,1,4274.436
12.857645184136183,1,0.1214652666403034,231.7958,28,1,2,3,5375.0034
12.857645184136183,0,0.40088338578693933,38.019,28,1,2,3,1318.2839999999999
13.85,1,0.29261299014226966,119.4124,4,1,2,2,2251.7356
6.635,1,0.2152926125067927,37.4506,6,2,1,1,1176.4686
6.11,1,0.3208128519869489,130.4968,16,2,0,1,3523.4136
15.25,0,0.16310972074036545,86.2198,9,2,1,1,610.5386
15.85,0,0.25716148385586685,96.4094,9,2,1,1,1237.7222
15.2,0,0.17849460776169124,235.1248,15,2,2,0,474.0496
12.857645184136183,1,0.25716148385586685,52.6666,28,1,2,3,717.7324
20.75,0,0.14577380423107575,150.5024,16,2,0,1,2580.6408
10.195,0,0.3999211772337144,143.2154,16,2,0,1,2552.6772
7.605,0,0.3598654554135476,164.021,11,2,1,1,3914.9040000000005
18.0,1,0.3777417715847693,88.5514,16,2,0,1,796.9626
12.857645184136183,0,0.42365600550446586,228.9352,28,2,0,0,916.1408
18.35,0,0.2986018352254386,191.3504,11,2,1,1,3259.7568
6.59,0,0.3252099183604338,84.8908,14,1,0,1,1677.816
13.8,1,0.23866464757060274,230.0984,14,1,0,1,3707.1744
21.2,1,0.0839105476087482,173.5738,16,2,0,1,2954.1546
10.5,1,0.10500759020185159,166.4842,4,1,2,2,2652.5472
8.97,0,0.30529208473198255,52.7956,11,2,1,1,1037.3164
12.857645184136183,0,0.164063384092856,50.9666,28,1,2,3,717.7324
